questionId,category,question,actualAnswer,intentPass,factualAccuracyPass,contextMemoryPass,productRecommendationPass,linkPass,tonePass,safetyPass,privacyPass,copyrightPass,responseTimeMs,finalStatus,failureReason
"Q085","D_double_desk","멀티탭 정리 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1768","fail","service_unavailable"
"Q086","D_double_desk","깊이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2730","fail","service_unavailable"
"Q087","D_double_desk","높이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2273","fail","service_unavailable"
"Q088","D_double_desk","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1817","fail","service_unavailable"
"Q089","D_double_desk","배송 박스 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2053","fail","service_unavailable"
"Q090","D_double_desk","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1675","fail","service_unavailable"
"Q091","E_floor_desk","바닥 생활 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3867","fail","service_unavailable"
"Q092","E_floor_desk","좌식 작업 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3798","fail","service_unavailable"
"Q093","E_floor_desk","거실 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2636","fail","service_unavailable"
"Q094","E_floor_desk","아이 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2146","fail","service_unavailable"
"Q095","E_floor_desk","재봉틀 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2235","fail","service_unavailable"
"Q096","E_floor_desk","노트북 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1715","fail","service_unavailable"
"Q097","E_floor_desk","모니터 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2294","fail","service_unavailable"
"Q098","E_floor_desk","좌식 높이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1722","fail","service_unavailable"
"Q099","E_floor_desk","높이 변경 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1849","fail","service_unavailable"
"Q100","E_floor_desk","가로 변경 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2303","fail","service_unavailable"
"Q101","E_floor_desk","깊이 변경 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4110","fail","service_unavailable"
"Q102","E_floor_desk","바닥 수평 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3026","fail","service_unavailable"
"Q103","E_floor_desk","흔들림 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3233","fail","service_unavailable"
"Q104","E_floor_desk","다리 공간 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1936","fail","service_unavailable"
"Q105","E_floor_desk","좌식 의자 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","5287","fail","service_unavailable"
"Q106","E_floor_desk","상판 소재 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4118","fail","service_unavailable"
"Q107","E_floor_desk","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2316","fail","service_unavailable"
"Q108","E_floor_desk","배송 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2402","fail","service_unavailable"
"Q109","E_floor_desk","보증 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1823","fail","service_unavailable"
"Q110","E_floor_desk","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2705","fail","service_unavailable"
"Q111","F_side_table","소파 옆 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1735","fail","service_unavailable"
"Q112","F_side_table","침대 옆 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1598","fail","service_unavailable"
"Q113","F_side_table","틈새 공간 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1909","fail","service_unavailable"
"Q114","F_side_table","협탁 대용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2475","fail","service_unavailable"
"Q115","F_side_table","프린터 받침 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2735","fail","service_unavailable"
"Q116","F_side_table","공기청정기 받침 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1971","fail","service_unavailable"
"Q117","F_side_table","화분 받침 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4242","fail","service_unavailable"
"Q118","F_side_table","노트북 임시 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4465","fail","service_unavailable"
"Q119","F_side_table","가로 맞춤 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3429","fail","service_unavailable"
"Q120","F_side_table","깊이 맞춤 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2493","fail","service_unavailable"
"Q121","F_side_table","높이 맞춤 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4528","fail","service_unavailable"
"Q122","F_side_table","프레임 구조 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2945","fail","service_unavailable"
"Q123","F_side_table","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4246","fail","service_unavailable"
"Q124","F_side_table","보증 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","7423","fail","service_unavailable"
"Q125","F_side_table","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2583","fail","service_unavailable"
"Q126","G_home_bar_table","홈바 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2158","fail","service_unavailable"
"Q127","G_home_bar_table","주방 옆 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2522","fail","service_unavailable"
"Q128","G_home_bar_table","아일랜드 옆 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2932","fail","service_unavailable"
"Q129","G_home_bar_table","서서 사용하는 작업대 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2230","fail","service_unavailable"
"Q130","G_home_bar_table","공간 분리 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3145","fail","service_unavailable"
"Q131","G_home_bar_table","양면 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2599","fail","service_unavailable"
"Q132","G_home_bar_table","의자 높이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3613","fail","service_unavailable"
"Q133","G_home_bar_table","테이블 높이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3190","fail","service_unavailable"
"Q134","G_home_bar_table","깊이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4062","fail","service_unavailable"
"Q135","G_home_bar_table","가로 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4058","fail","service_unavailable"
"Q136","G_home_bar_table","전선 정리 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3315","fail","service_unavailable"
"Q137","G_home_bar_table","물과 습기 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2851","fail","service_unavailable"
"Q138","G_home_bar_table","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2355","fail","service_unavailable"
"Q139","G_home_bar_table","보증 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2323","fail","service_unavailable"
"Q140","G_home_bar_table","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3751","fail","service_unavailable"
"Q141","H_frame","상판은 있고 프레임만 구매 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2819","fail","service_unavailable"
"Q142","H_frame","기존 상판 재사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3854","fail","service_unavailable"
"Q143","H_frame","상판 포함 여부 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2211","fail","service_unavailable"
"Q144","H_frame","상판 호환 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2324","fail","service_unavailable"
"Q145","H_frame","상판 크기 확인 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3033","fail","service_unavailable"
"Q146","H_frame","나사 위치 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1898","fail","service_unavailable"
"Q147","H_frame","상판 두께 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2250","fail","service_unavailable"
"Q148","H_frame","프레임 가로 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2324","fail","service_unavailable"
"Q149","H_frame","프레임 깊이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2511","fail","service_unavailable"
"Q150","H_frame","프레임 높이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2151","fail","service_unavailable"
"Q151","H_frame","색상 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3886","fail","service_unavailable"
"Q152","H_frame","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3460","fail","service_unavailable"
"Q153","H_frame","배송 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2521","fail","service_unavailable"
"Q154","H_frame","보증 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2377","fail","service_unavailable"
"Q155","H_frame","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3164","fail","service_unavailable"
"Q156","I_sizing","책상 사이즈를 10mm 단위로 마음대로 정할 수 있나요?","가로와 높이는 제품별 선택 범위 안에서 10mm 단위로 조정해 제작합니다.","true","true","true","true","true","true","true","true","true","189","pass",""
"Q157","I_sizing","가로 1230mm로 제작 가능한가요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2902","fail","service_unavailable"
"Q158","I_sizing","가로 975mm로 제작할 수 있나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2705","fail","service_unavailable"
"Q159","I_sizing","가로 1050mm 책상 제작 가능한가요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2169","fail","service_unavailable"
"Q160","I_sizing","가로 1130mm로 맞출 수 있나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2769","fail","service_unavailable"
"Q161","I_sizing","가로 120cm 책상 제작 가능해요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2848","fail","service_unavailable"
"Q162","I_sizing","가로 1.2m로 제작되나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2340","fail","service_unavailable"
"Q163","I_sizing","가로 12로 되나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2230","fail","service_unavailable"
"Q164","I_sizing","제가 잰 공간 사이즈랑 실제 책상 사이즈가 똑같아야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2713","fail","service_unavailable"
"Q165","I_sizing","벽과 벽 사이를 측정하면 되나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3566","fail","service_unavailable"
"Q166","I_sizing","걸레받이 튀어나온 부분도 고려해야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1867","fail","service_unavailable"
"Q167","I_sizing","몰딩이 있는데 사이즈 잴 때 영향 있나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2914","fail","service_unavailable"
"Q168","I_sizing","콘센트 위치 때문에 사이즈가 달라질 수도 있나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2068","fail","service_unavailable"
"Q169","I_sizing","문이 열리는 방향도 고려해서 재야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3295","fail","service_unavailable"
"Q170","I_sizing","옷장 문 여는 공간도 감안해야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3651","fail","service_unavailable"
"Q171","I_sizing","침대 서랍 빼는 공간도 고려해야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3586","fail","service_unavailable"
"Q172","I_sizing","의자 뺄 공간까지 계산해서 사이즈 재야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2780","fail","service_unavailable"
"Q173","I_sizing","지나다닐 통로 공간도 남겨야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3806","fail","service_unavailable"
"Q174","I_sizing","공간이 일정하지 않은데 어디를 기준으로 재야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1995","fail","service_unavailable"
"Q175","I_sizing","가로는 어떻게 측정하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4112","fail","service_unavailable"
"Q176","I_sizing","깊이는 어떻게 재나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2963","fail","service_unavailable"
"Q177","I_sizing","높이는 어떻게 측정하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2712","fail","service_unavailable"
"Q178","I_sizing","120cm면 몇 mm인가요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2602","fail","service_unavailable"
"Q179","I_sizing","1.5m면 몇 mm예요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3458","fail","service_unavailable"
"Q180","I_sizing","제가 원하는 사이즈가 제작 범위를 벗어나면 어떻게 되나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4072","fail","service_unavailable"
"Q181","I_sizing","1인용 책상 범위를 넘는 사이즈인데 어떻게 하나요?","1인용 책상 범위를 넘는 가로가 필요하시면 2인용 책상 상판이 더 넓은 사이즈까지 맞춤 제작되어 대안이 될 수 있습니다. 다만 정확히 어느 mm까지 가능한지는 제품마다 다르니 사이즈 계산기에 가로·세로·높이를 입력해 최종 제작 가능 여부를 확인해 주세요.","true","true","true","true","true","true","true","true","true","14464","pass",""
"Q182","I_sizing","1인용으로는 안 되면 2인용으로 바꿔야 하나요?","공간 폭이나 사용 인원 때문에 1인용이 맞을지 고민이시라면, 1인용 책상은 정해진 크기가 아니라 가로·높이를 범위 안에서 10mm 단위로 맞춤 제작하기 때문에 좁은 공간에도 폭을 조정해 제작할 수 있어 굳이 2인용으로 바꾸지 않아도 되는 경우가 많습니다. 다만 두 사람이 나란히 앉아 함께 쓰실 계획이라면 2인용이 더 적합합니다. 지금 혼자 쓰실 예정인지, 두 분이 함께 쓰실 예정인지 알려주시면 더 정확히 안내해 드리겠습니다.","true","true","true","true","true","true","true","true","true","17949","pass",""
"Q183","I_sizing","깊이 300mm로 제작되나요?","깊이(세로) 300mm는 일반적인 책상 세로 범위보다 다소 좁은 편이라 제품에 따라 제작 범위를 벗어날 수 있습니다. 가로와 높이까지 함께 넣어 사이즈 계산기에서 확인하시면 실제 제작 가능 여부가 바로 확정됩니다.","true","true","true","true","true","true","true","true","true","8431","pass",""
"Q184","I_sizing","깊이 400mm 가능한가요?","깊이(세로) 400mm는 일반적인 제작 가능 범위 안에 있어 보통 가능하지만, 최종 확정은 가로와 높이까지 함께 넣어 사이즈 계산기에서 확인하시는 것이 정확합니다. 원하시는 가로 사이즈를 알려주시면 어떤 제품이 맞는지 함께 안내해 드리겠습니다.","true","true","true","true","true","true","true","true","true","11956","pass",""
"Q185","I_sizing","깊이 450mm로도 되나요?","깊이(세로) 450mm는 일반적인 책상 세로 범위 안에 들어가는 값이라 보통 맞춤 제작이 가능한 수준입니다. 다만 가로·높이까지 함께 봐야 최종 제작 가능 여부가 확정되니, 사이즈 계산기에서 세 치수를 입력해 확인해 보시면 정확합니다.","true","true","true","true","true","true","true","true","true","16354","pass",""
"Q186","I_sizing","깊이 500mm 제작되나요?","깊이(세로) 500mm는 일반적인 맞춤 제작 범위 안에 있어 보통 제작 가능한 치수입니다. 다만 가로 사이즈와 함께 봐야 최종 확정이 되므로, 사이즈 계산기에 가로·세로·높이를 입력하시면 정확한 제작 가능 여부를 바로 확인하실 수 있습니다.","true","true","true","true","true","true","true","true","true","8638","pass",""
"Q187","I_sizing","깊이 600mm 가능해요?","깊이(세로) 600mm는 일반적인 제작 범위 안에 있어 보통 가능합니다. 다만 선택하신 제품과 가로 사이즈에 따라 최종 가능 여부가 달라질 수 있으니, 사이즈 계산기에서 정확한 확정을 받아보시는 것을 권합니다.","true","true","true","true","true","true","true","true","true","9993","pass",""
"Q188","I_sizing","깊이 700mm까지 되나요?","깊이 700mm가 가능한지는 제품과 구성에 따라 달라져서, 사이즈 계산기에 가로·세로·높이를 입력하시면 700mm 제작 가능 여부를 정확히 확인하실 수 있습니다. 어떤 제품(1인용, 2인용 등)을 보고 계신지 알려주시면 함께 안내해 드리겠습니다.","true","true","true","true","true","true","true","true","true","9867","pass",""
"Q189","I_sizing","기본 높이는 몇 mm인가요?","기본 높이 수치는 제품과 주문 조건에 따라 달라지며, 정확한 높이와 제작 가능 범위는 사이즈 계산기에서 바로 확인하실 수 있습니다. 원하시는 가로·세로·높이를 입력하시면 제작 가능 여부까지 함께 확인됩니다.","true","true","true","true","true","true","true","true","true","9096","pass",""
"Q190","I_sizing","책상 높이를 더 낮출 수 있나요?","네, 높이는 제품별 범위 안에서 10mm 단위로 낮춰 맞춤 제작할 수 있습니다. 원하시는 높이가 제작 가능한 범위 안에 드는지는 사이즈 계산기에서 정확히 확인하실 수 있습니다.","true","true","true","true","true","true","true","true","true","7317","pass",""
"Q191","I_sizing","책상을 더 높게 만들 수 있나요?","인디업 책상은 높이를 제품별 범위 안에서 10mm 단위로 맞춤 제작할 수 있어, 기본보다 더 높게 주문하는 것도 가능합니다. 원하시는 높이가 제작 가능한 범위에 드는지는 사이즈 계산기에 가로·세로·높이를 입력하면 바로 확인하실 수 있습니다.","true","true","true","true","true","true","true","true","true","7354","pass",""
"Q192","I_sizing","좌식 책상 높이는 몇 mm인가요?","좌식 책상은 정해진 고정 높이가 아니라 제작 가능 범위 안에서 10mm 단위로 원하는 높이에 맞춰 주문 제작됩니다. 원하시는 높이가 제작 가능한 범위 안에 드는지는 사이즈 계산기에서 정확히 확인하실 수 있습니다.","true","true","true","true","true","true","true","true","true","8193","pass",""
"Q193","I_sizing","홈바테이블 높이는 몇 mm까지 가능한가요?","홈바테이블은 정해진 높이 중에 고르는 방식이 아니라, 제품별 범위 안에서 10mm 단위로 원하는 높이에 맞춰 주문 제작합니다. 다만 최대 몇 mm까지 가능한지 정확한 범위는 사이즈 계산기에서 원하시는 치수를 넣어 확인하시는 것이 가장 정확합니다.","true","true","true","true","true","true","true","true","true","9798","pass",""
"Q194","I_sizing","제 키에 맞는 높이는 어떻게 정하나요?","책상 높이는 앉았을 때 팔꿈치가 약 90도로 굽혀지고 어깨가 편안하게 내려오는 높이가 기준이며, 성인은 보통 720~750mm 정도를 많이 사용합니다. 인디업은 높이도 범위 안에서 10mm 단위로 맞춤 제작하니, 쓰시는 의자 높이와 원하는 높이를 사이즈 계산기에 입력하면 제작 가능 여부를 정확히 확인할 수 있습니다.","true","true","true","true","true","true","true","true","true","9742","pass",""
"Q195","I_sizing","의자 높이에 맞춰 책상 높이도 정해야 하나요?","네, 의자와 책상 높이는 함께 맞추는 것이 좋습니다. 앉았을 때 팔꿈치가 약 90도로 편하게 놓이고 발이 바닥에 닿는 높이를 기준으로 정하면 됩니다. 인디업 책상은 높이도 범위 안에서 10mm 단위로 맞춤 제작되니, 사용하실 의자에 맞춰 원하는 높이를 정하실 수 있습니다.","true","true","true","true","true","true","true","true","true","8020","pass",""
"Q196","I_sizing","모니터 크기에 따라 깊이를 다르게 해야 하나요?","책상 깊이는 모니터 크기 자체보다 눈과 화면 사이 거리를 얼마나 확보하느냐가 기준입니다. 24인치 정도의 일반 모니터는 세로 600mm 안팎이면 충분하고, 27인치 이상 큰 화면이나 화면을 벽 쪽에 붙여 쓰신다면 세로를 조금 더 여유 있게 두시는 편이 눈 피로에 덜 부담됩니다. 원하시는 폭·세로 치수가 제작 가능한 범위인지는 사이즈 계산기에서 확인하실 수 있습니다.","true","true","true","true","true","true","true","true","true","12295","pass",""
